1; 1.5625; 2306038
3; 3.5; 2307298
5; 5.375; 2307298
7; 7.5; 2307298
9; 9.4375; 2307298
11; 11.375; 2307298
13; 13.25; 2307298
15; 14.6875; 2307298
17; 16.0625; 2307298
19; 16.9375; 2307298
21; 17.9375; 2307298
23; 19.1875; 2307298
25; 20.0; 2307298
27; 20.9375; 2307298
29; 21.1875; 2307298
31; 21.875; 2307298
33; 22.9375; 2307298
35; 23.3125; 2307298
37; 23.4375; 2307298
39; 23.8125; 2307298
41; 24.25; 2307298
43; 24.8125; 2307298
45; 25.1875; 2307298
47; 25.125; 2307298
49; 25.75; 2307298
51; 26.0625; 2307298
53; 26.375; 2307298
55; 26.4375; 2307298
57; 26.8125; 2307298
59; 26.75; 2307298
61; 27.3125; 2307298
63; 27.0625; 2307298
65; 27.1875; 2307298
67; 27.25; 2307298
69; 27.5625; 2307298
71; 28.0625; 2307298
73; 27.9375; 2307298
75; 27.875; 2307298
77; 28.25; 2307298
79; 27.6875; 2307298
81; 28.1875; 2307298
83; 28.625; 2307298
85; 28.4375; 2307298
87; 28.5; 2307298
89; 28.5625; 2307298
91; 28.9375; 2307298
93; 29.3125; 2307298
95; 29.0625; 2307298
97; 29.0625; 2307298
99; 28.9375; 2307298
